ID,randomID,yday,timegroup,EASTING,NORTHING,group,datetime
A,B,44,290,661966.924354174,5324009.56275292,290_3,2011-02-13T08:30:52Z
A,B,44,291,661960.557159905,5324103.75129881,291_3,2011-02-13T13:30:49Z
A,B,44,662,652362.367907179,5297944.47657252,662_3,2012-02-13T15:30:23Z
A,C,22,22,654731.369342728,5315000.10771319,22_3,2010-01-22T13:30:41Z
A,C,22,179,660513.407121665,5312927.49047158,179_3,2011-01-22T03:30:53Z
A,C,22,180,660495.803090961,5312924.29263334,180_3,2011-01-22T08:30:44Z
A,C,24,34,651866.657359103,5306413.9675515,34_3,2010-01-24T23:30:50Z
A,C,24,191,660250.193246165,5312190.3427284,191_3,2011-01-24T13:30:48Z
A,C,24,193,659843.27061169,5312511.09501758,193_3,2011-01-24T23:31:17Z
A,C,27,204,660728.316986639,5315186.51416338,204_3,2011-01-27T03:31:18Z
A,C,28,53,652122.139430603,5303451.69022099,53_3,2010-01-28T18:30:42Z
A,C,28,211,669945.113895969,5320992.08190219,211_3,2011-01-28T13:30:53Z
A,C,28,213,668912.804716772,5320636.06090059,213_3,2011-01-28T23:30:53Z
A,C,30,221,658242.401066561,5321466.2372293,221_3,2011-01-30T13:30:42Z
A,C,30,223,657412.253478014,5323308.8384788,223_3,2011-01-30T23:30:47Z
A,C,30,474,650385.959741061,5297860.762954,474_3,2012-01-30T03:30:28Z
A,C,32,230,657960.83239525,5323457.85085495,230_3,2011-02-01T08:30:43Z
A,C,32,232,658639.531914382,5324294.67126173,232_3,2011-02-01T18:30:48Z
A,C,32,506,650975.809919297,5298821.97820342,506_3,2012-02-01T15:30:34Z
A,C,35,86,648865.874121905,5302970.22767326,86_3,2010-02-04T08:30:47Z
A,C,35,88,650474.447336137,5304842.39035344,88_3,2010-02-04T18:30:49Z
A,C,35,89,650581.78473702,5304871.18271608,89_3,2010-02-04T23:30:54Z
A,C,35,244,662604.268920589,5327343.62606484,244_3,2011-02-04T03:30:53Z
A,C,35,246,664439.699875798,5325711.83456652,246_3,2011-02-04T13:30:49Z
A,C,35,247,664540.171624828,5325885.36039982,247_3,2011-02-04T18:30:43Z
A,C,35,248,664649.69419773,5325843.09955569,248_3,2011-02-04T23:30:48Z
A,C,35,539,651301.771641286,5298366.8762724,539_3,2012-02-04T03:30:48Z
A,C,35,545,651503.326120619,5298987.74926826,545_3,2012-02-04T15:30:20Z
A,C,39,106,648347.667146799,5305687.28278846,106_3,2010-02-08T08:30:42Z
A,C,39,107,648324.048020232,5305716.68810528,107_3,2010-02-08T13:30:42Z
A,C,39,109,648241.572296167,5305521.59694803,109_3,2010-02-08T23:30:43Z
A,C,39,591,652533.277554876,5298081.97249214,591_3,2012-02-08T03:30:41Z
A,C,40,110,648187.756709601,5305676.6089303,110_3,2010-02-09T03:30:50Z
A,C,40,112,648352.775232746,5305968.79771497,112_3,2010-02-09T13:30:54Z
A,C,40,114,650278.535909937,5307591.94783316,114_3,2010-02-09T23:30:43Z
A,C,40,269,660579.515652854,5324565.94894615,269_3,2011-02-09T03:30:49Z
A,C,40,271,660643.447037453,5324751.54471322,271_3,2011-02-09T13:30:53Z
A,C,40,272,660665.508186155,5324865.09782168,272_3,2011-02-09T18:30:49Z
A,C,40,604,652451.853088631,5298026.93357947,604_3,2012-02-09T03:30:05Z
A,C,40,610,652487.531572675,5298101.86807847,610_3,2012-02-09T15:30:10Z
A,C,41,118,650201.407077244,5307227.84447988,118_3,2010-02-10T18:30:43Z
A,C,41,119,650403.776901689,5307231.6113102,119_3,2010-02-10T23:32:54Z
A,C,41,277,660706.93149922,5324825.50934766,277_3,2011-02-10T18:30:53Z
A,C,41,623,652902.85225869,5298848.58695633,623_3,2012-02-10T15:30:23Z
A,C,43,129,653047.245649041,5306078.20116516,129_3,2010-02-12T23:30:50Z
A,C,43,288,661515.262483065,5324516.32271859,288_3,2011-02-12T23:30:55Z
A,C,43,643,652099.032370294,5297804.01856491,643_3,2012-02-12T03:30:10Z
A,C,43,649,652695.861236325,5298285.04989399,649_2,2012-02-12T15:30:49Z
A,C,46,140,652334.448884504,5304086.74543995,140_3,2010-02-15T03:30:47Z
A,C,46,141,652003.820481175,5304401.43265607,141_3,2010-02-15T08:30:50Z
A,C,46,142,651903.714859687,5304394.10717936,142_3,2010-02-15T13:30:47Z
A,C,46,143,652291.905698515,5303928.76972825,143_3,2010-02-15T18:30:50Z
A,C,46,144,652225.60952205,5303589.16937352,144_3,2010-02-15T23:30:48Z
A,C,46,300,664567.009423822,5325437.61505025,300_3,2011-02-15T08:30:47Z
A,C,46,302,664389.906202037,5325125.69649557,302_3,2011-02-15T18:30:53Z
A,C,46,303,664585.6601173,5325224.0172741,303_3,2011-02-15T23:30:50Z
A,C,46,688,650966.241108751,5299666.93382631,688_3,2012-02-15T15:30:18Z
A,C,47,149,652919.707674066,5303777.12413918,149_3,2010-02-16T23:30:25Z
A,C,47,307,664038.615375827,5325203.57155675,307_3,2011-02-16T18:30:48Z
A,C,47,308,664019.096515688,5325090.14806526,308_3,2011-02-16T23:31:18Z
A,C,47,695,651284.989168227,5299653.91489546,695_3,2012-02-16T03:30:10Z
A,C,47,701,651616.078502216,5299070.2649752,701_3,2012-02-16T14:30:08Z
A,C,49,155,653607.744326026,5303756.21393974,155_3,2010-02-18T03:30:48Z
A,C,49,156,653985.608329616,5303748.94055252,156_3,2010-02-18T08:30:54Z
A,C,49,315,663760.405705804,5325632.9682274,315_3,2011-02-18T08:30:49Z
A,C,49,727,649653.900499244,5300611.4660351,727_4,2012-02-18T15:30:24Z
B,A,18,2,681573.857889063,5331566.90913928,2_1,2010-01-18T13:30:54Z
B,A,18,4,683268.985322169,5331554.76284268,4_1,2010-01-18T23:30:53Z
B,A,18,163,681993.95056675,5304877.20858332,163_1,2011-01-18T23:30:53Z
B,A,28,53,673623.454480502,5328436.16648088,53_2,2010-01-28T18:30:50Z
B,A,28,210,684217.981042478,5310550.47284477,210_2,2011-01-28T08:30:53Z
B,A,29,57,673587.112702249,5328426.53902241,57_2,2010-01-29T13:31:18Z
B,A,29,216,681192.591172434,5310083.56384748,216_2,2011-01-29T13:30:56Z
B,A,32,230,684865.884879724,5310212.51707213,230_2,2011-02-01T08:30:49Z
B,A,33,76,672977.000164248,5327340.37070528,76_2,2010-02-02T08:30:54Z
B,A,33,78,670828.307614616,5329022.15785779,78_2,2010-02-02T18:30:53Z
B,A,33,235,683451.675100048,5309099.10106631,235_2,2011-02-02T08:30:55Z
B,A,33,236,683593.152147977,5309041.08250404,236_2,2011-02-02T13:30:56Z
B,A,33,513,690861.357743174,5320251.60421036,513_1,2012-02-02T03:30:48Z
B,A,35,86,670949.243292306,5329721.4316944,86_2,2010-02-04T08:30:49Z
B,A,35,244,684165.098246692,5308356.59343017,244_2,2011-02-04T03:30:54Z
B,A,35,246,683688.193376268,5308365.12087958,246_2,2011-02-04T13:30:53Z
B,A,39,105,678138.617778173,5328311.99879914,105_1,2010-02-08T03:30:50Z
B,A,39,106,677125.629170088,5327789.37279753,106_1,2010-02-08T08:30:56Z
B,A,39,107,677140.013175565,5327698.85586325,107_1,2010-02-08T13:30:43Z
B,A,39,266,685764.247227938,5308313.84673935,266_2,2011-02-08T13:30:54Z
B,A,39,268,684759.756450666,5307756.15570362,268_2,2011-02-08T23:31:12Z
B,A,39,591,687303.332461,5320645.04619632,591_2,2012-02-08T03:30:25Z
B,A,41,115,676470.078223347,5327382.94743118,115_1,2010-02-10T03:31:21Z
B,A,41,117,676620.590169553,5327164.27081073,117_1,2010-02-10T13:30:53Z
B,A,41,275,684119.438952046,5307966.04520856,275_2,2011-02-10T08:30:44Z
B,A,41,277,683026.934309125,5309367.51106949,277_2,2011-02-10T18:31:19Z
B,A,41,623,689249.528682466,5319286.82080554,623_1,2012-02-10T15:30:44Z
B,A,44,289,681737.163896147,5310241.95773187,289_2,2011-02-13T03:30:49Z
B,A,44,290,681969.025020977,5310204.46817499,290_1,2011-02-13T08:31:21Z
B,A,44,662,685368.093346103,5320432.13869776,662_1,2012-02-13T15:30:25Z
B,A,49,155,678447.863078863,5319854.57015709,155_1,2010-02-18T03:30:48Z
B,A,49,158,679850.758942909,5319112.54414515,158_1,2010-02-18T18:30:49Z
B,A,49,721,686201.996903701,5323691.27272759,721_1,2012-02-18T03:30:25Z
B,A,49,727,685874.337056736,5323236.37805308,727_1,2012-02-18T15:30:41Z
B,B,19,6,683476.692254381,5331925.97762726,6_1,2010-01-19T08:30:47Z
B,B,19,8,685802.275804391,5331771.39880719,8_1,2010-01-19T18:30:53Z
B,B,19,164,681592.038168264,5303457.53123624,164_1,2011-01-19T03:30:50Z
B,B,22,21,686482.521787903,5332234.86596214,21_1,2010-01-22T08:30:48Z
B,B,22,22,686424.072455401,5332271.90336671,22_1,2010-01-22T13:30:48Z
B,B,22,23,685132.613663541,5330130.2813321,23_1,2010-01-22T18:30:53Z
B,B,22,370,688578.600274128,5321406.63826076,370_1,2012-01-22T03:30:44Z
B,B,22,376,689025.119783891,5321597.35070725,376_1,2012-01-22T15:30:43Z
B,B,23,27,683463.826474287,5332397.01335204,27_1,2010-01-23T13:30:56Z
B,B,23,29,683797.549892724,5331969.08515099,29_1,2010-01-23T23:30:55Z
B,B,23,188,683714.401249624,5309669.12724107,188_1,2011-01-23T23:31:17Z
B,B,24,30,683791.361071639,5331994.66008789,30_1,2010-01-24T03:30:53Z
B,B,24,34,683068.922672673,5331237.99637772,34_1,2010-01-24T23:31:21Z
B,B,24,193,686089.318969254,5309014.47507615,193_1,2011-01-24T23:30:50Z
B,B,25,36,680270.214577228,5332485.8318698,36_1,2010-01-25T08:30:43Z
B,B,25,39,674066.787956458,5331767.66793024,39_2,2010-01-25T23:30:47Z
B,B,25,409,691998.002592962,5321744.38505712,409_1,2012-01-25T03:30:47Z
B,B,26,40,674476.900078256,5331958.67721616,40_2,2010-01-26T03:30:50Z
B,B,26,41,674909.401827639,5330639.81272653,41_2,2010-01-26T08:30:44Z
B,B,26,43,674554.985969113,5329378.0835321,43_2,2010-01-26T18:30:54Z
B,B,26,428,690923.946757272,5321857.70501696,428_1,2012-01-26T15:30:43Z
B,B,27,46,673926.663578162,5326653.93649519,46_2,2010-01-27T08:30:50Z
B,B,27,48,673818.564593493,5326266.67421322,48_2,2010-01-27T18:30:53Z
B,B,27,204,681966.566301754,5311400.15236996,204_1,2011-01-27T03:30:47Z
B,B,27,207,683744.497655466,5311518.73618092,207_2,2011-01-27T18:30:44Z
B,B,30,63,674108.583573146,5327205.3997174,63_2,2010-01-30T18:30:47Z
B,B,30,223,683558.729597109,5310083.92854988,223_2,2011-01-30T23:30:44Z
B,B,38,100,676002.615512653,5330651.64345098,100_1,2010-02-07T03:30:44Z
B,B,38,101,676009.599617069,5330654.75486209,101_1,2010-02-07T08:30:50Z
B,B,38,102,675868.938854515,5330687.94106369,102_1,2010-02-07T13:30:47Z
B,B,38,104,678387.466664767,5328880.88836146,104_1,2010-02-07T23:30:53Z
B,B,38,259,686132.756366139,5307707.62031917,259_2,2011-02-07T03:30:47Z
B,B,38,584,688936.552798318,5322506.22664069,584_1,2012-02-07T15:30:42Z
B,B,40,111,677807.140341262,5326902.3809259,111_1,2010-02-09T08:30:48Z
B,B,40,113,676889.564898161,5326886.23100876,113_1,2010-02-09T18:30:53Z
B,B,40,271,685100.302115068,5306861.25723729,271_2,2011-02-09T13:30:54Z
B,B,40,604,687600.024368315,5319568.53740377,604_2,2012-02-09T03:30:25Z
B,B,42,121,676930.82487709,5326947.31608369,121_1,2010-02-11T08:31:22Z
B,B,42,122,676950.218880033,5326919.93700347,122_1,2010-02-11T13:30:55Z
B,B,42,279,682947.816514421,5309601.60652501,279_1,2011-02-11T03:30:43Z
B,B,42,281,682767.255960988,5309709.39113662,281_1,2011-02-11T13:30:44Z
B,B,42,283,681874.432809664,5310340.16486352,283_2,2011-02-11T23:30:53Z
B,B,43,129,680602.488880276,5328769.32000495,129_1,2010-02-12T23:30:44Z
B,B,43,286,681705.066729299,5310510.56946161,286_1,2011-02-12T13:30:48Z
B,B,46,303,685151.491081536,5309683.48804292,303_2,2011-02-15T23:30:48Z
B,B,47,145,678027.335745107,5320785.56665435,145_1,2010-02-16T03:30:49Z
B,B,47,149,676341.505437523,5320785.311325,149_1,2010-02-16T23:30:42Z
B,B,47,306,685237.87944118,5309461.81957143,306_1,2011-02-16T13:30:50Z
B,B,47,308,684249.451452524,5310498.67744936,308_2,2011-02-16T23:30:55Z
B,B,47,695,685100.223637633,5321431.9317745,695_1,2012-02-16T03:30:43Z
B,B,47,701,686174.816309234,5321569.07244196,701_1,2012-02-16T15:30:44Z
B,B,48,152,674508.247135951,5320572.16669108,152_2,2010-02-17T13:30:49Z
B,B,48,153,676049.51809884,5320657.22126713,153_1,2010-02-17T18:30:47Z
B,B,48,310,684182.98474338,5310486.18580608,310_1,2011-02-17T08:30:54Z
B,B,48,714,687012.051074889,5323177.251375,714_1,2012-02-17T15:30:26Z
B,C,20,12,686213.635216194,5332283.49057154,12_1,2010-01-20T13:30:55Z
B,C,20,173,674348.522081102,5303966.28598473,173_1,2011-01-20T23:31:47Z
B,C,21,177,664217.396451467,5311624.97538345,177_2,2011-01-21T18:30:56Z
B,C,31,66,673895.131330107,5327311.29778411,66_2,2010-01-31T08:30:56Z
B,C,31,67,673887.404877138,5327310.2235566,67_2,2010-01-31T13:30:48Z
B,C,31,68,673471.695553087,5327184.17286828,68_2,2010-01-31T18:30:54Z
B,C,31,224,683600.198179322,5309901.82463879,224_2,2011-01-31T03:30:50Z
B,C,31,225,683901.547939834,5310336.83711547,225_2,2011-01-31T08:30:43Z
B,C,34,240,683899.029321437,5308645.48344032,240_2,2011-02-03T08:30:41Z
B,C,34,242,683831.251046436,5308470.8856845,242_2,2011-02-03T18:30:48Z
B,C,36,249,684056.039960023,5309154.81175015,249_2,2011-02-05T03:31:11Z
B,C,36,552,690975.675836837,5321911.5836608,552_1,2012-02-05T03:30:44Z
B,C,37,95,674258.360758382,5332874.44693882,95_2,2010-02-06T03:30:47Z
B,C,37,96,674276.083992527,5332894.67413788,96_2,2010-02-06T08:30:55Z
B,C,37,98,673565.789743925,5332531.74219591,98_2,2010-02-06T18:30:43Z
B,C,37,99,674996.429677012,5330606.47588555,99_1,2010-02-06T23:30:44Z
B,C,37,257,685892.90755105,5307832.08629481,257_2,2011-02-06T18:30:56Z
B,C,45,136,677832.259916355,5324474.29295724,136_1,2010-02-14T08:30:41Z
B,C,45,295,681260.907341847,5311457.29785386,295_2,2011-02-14T08:30:56Z
C,A,20,12,679344.135158385,5336570.26140182,12_2,2010-01-20T13:30:54Z
C,A,20,13,679383.355283004,5335899.72495316,13_2,2010-01-20T18:31:47Z
C,A,20,172,667602.583759775,5325217.47942145,172_2,2011-01-20T18:30:49Z
C,A,21,18,678902.432131776,5335254.65273197,18_2,2010-01-21T18:30:53Z
C,A,21,174,667429.68099329,5325203.49161759,174_2,2011-01-21T03:30:56Z
C,A,21,178,665869.479891383,5326353.67656449,178_1,2011-01-21T23:30:49Z
C,A,22,22,679127.419815622,5335591.97294313,22_2,2010-01-22T13:30:43Z
C,A,22,183,672542.499955537,5325177.87900985,183_2,2011-01-22T23:30:47Z
C,A,24,33,679041.535350599,5336111.27768635,33_2,2010-01-24T18:30:53Z
C,A,24,34,679270.285226911,5335995.18969551,34_2,2010-01-24T23:30:49Z
C,A,24,189,674393.81030936,5325545.25621307,189_2,2011-01-24T03:30:47Z
C,A,24,193,676299.568599794,5325107.04830402,193_2,2011-01-24T23:30:48Z
C,A,27,49,683922.176078033,5331198.69122844,49_1,2010-01-27T23:30:49Z
C,A,27,204,679739.92006953,5320649.7065089,204_2,2011-01-27T03:30:44Z
C,A,30,61,682152.86464864,5330892.60977837,61_1,2010-01-30T08:30:54Z
C,A,30,223,691584.01371931,5312870.94467643,223_1,2011-01-30T23:30:41Z
C,A,34,81,672741.875991845,5330677.18465862,81_1,2010-02-03T08:30:56Z
C,A,34,83,672762.824660005,5330684.11052559,83_1,2010-02-03T18:30:44Z
C,A,34,242,691162.629867725,5313026.01799011,242_1,2011-02-03T18:30:43Z
C,A,34,526,685498.351079967,5317363.55351201,526_2,2012-02-03T03:30:49Z
C,A,37,96,675614.507795911,5334376.01090962,96_1,2010-02-06T08:30:48Z
C,A,37,98,674482.99188035,5332824.47486339,98_1,2010-02-06T18:30:43Z
C,A,37,254,689740.394245308,5311876.42975313,254_1,2011-02-06T03:30:49Z
C,A,37,258,690524.260186322,5309145.37843329,258_1,2011-02-06T23:30:44Z
C,A,40,270,687083.786973335,5308324.32390718,270_1,2011-02-09T08:30:50Z
C,A,40,271,687175.711129704,5308461.11953638,271_1,2011-02-09T13:30:50Z
C,A,40,604,687689.756654608,5319206.73568764,604_1,2012-02-09T03:30:26Z
C,A,43,125,676851.901903067,5326948.93813014,125_2,2010-02-12T03:30:47Z
C,A,43,127,677613.239903413,5327818.8175692,127_2,2010-02-12T13:30:54Z
C,A,43,129,678566.179067549,5329231.82990949,129_2,2010-02-12T23:30:51Z
C,A,43,284,682025.747064487,5311421.9524266,284_1,2011-02-12T03:31:42Z
C,A,43,285,681956.123432993,5311611.42869657,285_1,2011-02-12T08:30:43Z
C,A,43,649,679822.535590292,5313388.42391457,649_1,2012-02-12T15:30:48Z
C,A,46,299,682311.275681177,5316108.69491596,299_1,2011-02-15T03:30:54Z
C,A,46,301,685971.499662875,5318928.16679287,301_1,2011-02-15T13:30:50Z
C,A,46,303,687066.334551571,5320414.33143011,303_1,2011-02-15T23:30:55Z
C,A,46,688,674160.922010271,5313766.93695301,688_2,2012-02-15T15:30:44Z
C,A,47,146,677658.774757414,5320312.04243214,146_2,2010-02-16T08:31:06Z
C,A,47,147,677320.705927477,5320438.68224443,147_2,2010-02-16T13:30:54Z
C,A,47,149,675570.230117157,5320873.28233232,149_2,2010-02-16T23:30:42Z
C,A,47,308,684636.083248596,5322246.14560573,308_1,2011-02-16T23:30:54Z
C,A,47,695,676220.280445301,5314312.79474815,695_2,2012-02-16T03:30:41Z
C,A,47,701,676148.759539362,5314894.79676456,701_2,2012-02-16T15:30:44Z
C,B,28,51,682241.717734848,5332528.82994777,51_1,2010-01-28T08:31:09Z
C,B,28,53,680846.528190028,5334458.94049961,53_1,2010-01-28T18:30:53Z
C,B,31,66,682207.100173767,5329974.88539367,66_1,2010-01-31T08:30:53Z
C,B,31,67,682127.664559856,5329957.1235429,67_1,2010-01-31T13:30:48Z
C,B,31,69,679749.428167056,5329440.87443559,69_1,2010-01-31T23:31:23Z
C,B,31,226,690547.945172537,5313145.42226738,226_1,2011-01-31T13:30:56Z
C,B,31,227,690683.392360273,5312910.27834602,227_1,2011-01-31T18:30:47Z
C,B,32,70,679665.611833846,5328661.09057501,70_1,2010-02-01T03:30:50Z
C,B,32,229,690570.210238311,5314105.26569734,229_1,2011-02-01T03:30:49Z
C,B,32,230,690542.200006557,5314072.82434434,230_1,2011-02-01T08:30:49Z
C,B,32,500,684942.510940474,5317900.49317743,500_2,2012-02-01T03:30:50Z
C,B,35,86,674175.863698913,5330498.88182232,86_1,2010-02-04T08:30:50Z
C,B,35,87,674767.249733135,5331028.35303051,87_1,2010-02-04T13:30:48Z
C,B,35,244,690687.279513323,5312594.17502989,244_1,2011-02-04T03:30:48Z
C,B,35,246,690906.593688315,5311906.475273,246_1,2011-02-04T13:30:44Z
C,B,36,90,675133.1931948,5332290.69591971,90_1,2010-02-05T03:30:48Z
C,B,36,91,675343.890475872,5332582.04837658,91_1,2010-02-05T08:30:26Z
C,B,36,92,676128.547778969,5333755.72316534,92_1,2010-02-05T13:30:48Z
C,B,36,552,688479.190251721,5319936.7558877,552_2,2012-02-05T03:30:43Z
C,B,39,106,674940.833269045,5332551.30903346,106_2,2010-02-08T08:30:43Z
C,B,39,107,674899.659123904,5332565.46208537,107_2,2010-02-08T13:30:48Z
C,B,39,591,687537.170764084,5319234.56908271,591_1,2012-02-08T03:30:42Z
C,B,39,597,687177.038432747,5319260.3829759,597_1,2012-02-08T15:30:26Z
C,B,41,274,685426.339227509,5309255.36637584,274_1,2011-02-10T03:30:43Z
C,B,41,276,684872.587636863,5309877.79627203,276_1,2011-02-10T13:30:48Z
C,B,41,277,683175.432334179,5309534.68205858,277_1,2011-02-10T18:30:50Z
C,B,41,623,688821.45274558,5320594.81957793,623_2,2012-02-10T15:30:42Z
C,B,45,669,675872.998029398,5314146.88942678,669_2,2012-02-14T03:30:43Z
C,B,49,155,676790.052367709,5319788.37972591,155_2,2010-02-18T03:30:43Z
C,B,49,159,677540.798651402,5319447.60856599,159_2,2010-02-18T23:30:50Z
C,C,18,162,672510.313250674,5329108.76469676,162_2,2011-01-18T18:30:44Z
C,C,18,163,672509.578089953,5329089.07445063,163_2,2011-01-18T23:30:55Z
C,C,23,26,677989.004806997,5336312.31755317,26_2,2010-01-23T08:30:48Z
C,C,23,185,671610.076441204,5324720.14047537,185_2,2011-01-23T08:30:42Z
C,C,23,187,671613.415765445,5324194.11261899,187_2,2011-01-23T18:30:44Z
C,C,23,188,671751.811150084,5324078.79150117,188_2,2011-01-23T23:30:50Z
C,C,25,36,679445.838445789,5336120.63650189,36_2,2010-01-25T08:30:55Z
C,C,25,38,678596.446358282,5335135.03647031,38_1,2010-01-25T18:30:50Z
C,C,25,39,678448.270222556,5335025.71024841,39_1,2010-01-25T23:30:43Z
C,C,25,194,676508.00334496,5324281.122655,194_2,2011-01-25T03:30:42Z
C,C,26,42,679104.222414522,5335212.34213607,42_1,2010-01-26T13:30:50Z
C,C,26,43,679722.026143972,5334005.83811237,43_1,2010-01-26T18:30:53Z
C,C,26,201,673676.413295368,5323234.88867364,201_2,2011-01-26T13:30:49Z
C,C,29,56,681080.589983143,5334637.33205891,56_1,2010-01-29T08:30:55Z
C,C,29,57,680947.451593767,5335207.38127779,57_1,2010-01-29T13:30:54Z
C,C,29,58,680890.110224546,5333684.62342566,58_1,2010-01-29T18:30:48Z
C,C,29,214,687304.655684045,5315639.04909265,214_1,2011-01-29T03:30:43Z
C,C,29,215,686780.555158775,5314568.7285987,215_1,2011-01-29T08:30:41Z
C,C,29,216,687544.787756217,5313654.98110273,216_1,2011-01-29T13:30:43Z
C,C,33,75,674523.649194525,5330804.88831415,75_1,2010-02-02T03:30:47Z
C,C,33,76,674518.208313756,5330853.5073061,76_1,2010-02-02T08:30:53Z
C,C,33,234,690895.479426077,5312905.22097942,234_1,2011-02-02T03:30:53Z
C,C,33,235,690923.302329848,5312837.32836829,235_1,2011-02-02T08:30:48Z
C,C,33,236,691035.183898436,5312837.65847235,236_1,2011-02-02T13:30:42Z
C,C,38,101,674038.617222132,5333030.98057808,101_2,2010-02-07T08:30:44Z
C,C,38,104,675106.58865369,5332353.13865068,104_2,2010-02-07T23:30:47Z
C,C,38,259,690313.82589264,5308265.54341879,259_1,2011-02-07T03:30:48Z
C,C,38,584,688525.057761515,5319695.39794172,584_2,2012-02-07T15:30:41Z
C,C,42,281,682171.953483169,5310265.72108789,281_2,2011-02-11T13:30:53Z
C,C,42,282,681723.759741827,5311455.61839548,282_2,2011-02-11T18:30:53Z
C,C,42,283,681905.822445076,5311489.53535388,283_1,2011-02-11T23:30:55Z
C,C,44,132,678763.923730567,5328338.90412713,132_2,2010-02-13T13:30:55Z
C,C,44,133,678060.427719523,5327187.96251558,133_2,2010-02-13T18:30:50Z
C,C,44,289,681823.189339613,5313219.77359878,289_1,2011-02-13T03:30:50Z
C,C,44,290,681870.598384459,5313136.19580802,290_2,2011-02-13T08:30:42Z
C,C,44,293,682059.153228347,5313654.92540927,293_1,2011-02-13T23:30:49Z
C,C,44,662,677551.863487893,5313844.34997986,662_2,2012-02-13T15:30:42Z
C,C,48,150,674995.632997478,5320858.16985228,150_2,2010-02-17T03:30:44Z
C,C,48,152,674724.956038233,5320877.16182695,152_1,2010-02-17T13:30:54Z
C,C,48,309,684615.777216433,5322262.53626171,309_1,2011-02-17T03:30:50Z
C,C,48,310,682280.608431168,5322916.18629362,310_2,2011-02-17T08:30:47Z
C,C,48,708,675207.449155217,5316765.51347426,708_2,2012-02-17T03:30:26Z
